ann_term	cv	annotation
PF00117	0.0185951598960481	Glutamine amidotransferase class-I
PF00118	0.153278024574352	TCP-1/cpn60 chaperonin family
PF00119	0	ATP synthase A chain
PF00120	0.286219766948124	Glutamine synthetase, catalytic domain
PF00121	0	Triosephosphate isomerase
PF00122	0.12071824252628	E1-E2 ATPase
PF00126	0.0603513301122485	Bacterial regulatory helix-turn-helix protein, lysR family
PF00128	0.0860046971109796	Alpha amylase, catalytic domain
PF00132	0.0988303054974194	Bacterial transferase hexapeptide (six repeats)
PF00133	0.0665826693052047	tRNA synthetases class I (I, L, M and V)
PF00136	0	DNA polymerase family B
PF00137	0	ATP synthase subunit C
PF00140	0.230452377231369	Sigma-70 factor, region 1.2
PF00141	0.274447966596342	Peroxidase
PF00144	0.19673852652689	Beta-lactamase
PF00145	0.680464513455742	C-5 cytosine-specific DNA methylase
PF00146	0.183414252227091	NADH dehydrogenase
PF00149	0.139314664392979	Calcineurin-like phosphoesterase
PF00152	0.0503784730414213	tRNA synthetases class II (D, K and N)
PF00154	0.153278024574352	recA bacterial DNA recombination protein
PF00155	0.0739142644344931	Aminotransferase class I and II
PF00156	0.026518576139191	Phosphoribosyl transferase domain
PF00158	0.0737605621958992	Sigma-54 interaction domain
PF00160	0.0562532824528249	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00161	2.31253967148448	Ribosome inactivating protein
PF00162	0	Phosphoglycerate kinase
PF00163	0	Ribosomal protein S4/S9 N-terminal domain
PF00164	0	Ribosomal protein S12/S23
PF00165	8.94427190999916	Bacterial regulatory helix-turn-helix proteins, AraC family
PF00166	0.153278024574352	Chaperonin 10 Kd subunit
PF00171	0.117154403860313	Aldehyde dehydrogenase family
PF00174	0.285819509958756	Oxidoreductase molybdopterin binding domain
PF00175	0.154992257529446	Oxidoreductase NAD-binding domain
PF00176	0.429190729464898	SNF2 family N-terminal domain
PF00177	0	Ribosomal protein S7p/S5e
PF00180	0.113068861706217	Isocitrate/isopropylmalate dehydrogenase
PF00181	0	Ribosomal Proteins L2, RNA binding domain
PF00182	2.24711225270937	Chitinase class I
PF00183	0.184271998272139	Hsp90 protein
PF00185	0.160349696964028	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186	0.457990170681005	Dihydrofolate reductase
PF00189	0	Ribosomal protein S3, C-terminal domain
PF00196	0.0907056924645029	Bacterial regulatory proteins, luxR family
PF00198	0.210904911930882	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199	0	Catalase
PF00202	0.0801824044031349	Aminotransferase class-III
PF00203	0	Ribosomal protein S19
PF00204	0.079555728417573	DNA gyrase B
PF00205	0.0617256441338973	Thiamine pyrophosphate enzyme, central domain
PF00206	0.101631535901991	Lyase
PF00207	0.150167738595304	Alpha-2-macroglobulin family
PF00208	0	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00210	0.0919470929767147	Ferritin-like domain
PF00213	0	ATP synthase delta (OSCP) subunit
PF00215	0.134905225289708	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	0.0484646818271919	Bacterial DNA-binding protein
PF00218	0.198630855280358	Indole-3-glycerol phosphate synthase
PF00221	5.09819195219586	Aromatic amino acid lyase
PF00224	0	Pyruvate kinase, barrel domain
PF00226	0.131859591546948	DnaJ domain
PF00227	0	Proteasome subunit
PF00230	0.16755987939596	Major intrinsic protein
PF00231	0	ATP synthase
PF00232	0.267116243714291	Glycosyl hydrolase family 1
PF00237	0	Ribosomal protein L22p/L17e
PF00238	0	Ribosomal protein L14p/L23e
PF00239	0.636189390603682	Resolvase, N terminal domain
PF00245	0.113218631772141	Alkaline phosphatase
PF00246	0.161138436090986	Zinc carboxypeptidase
PF00248	0.154679093671715	Aldo/keto reductase family
PF00251	0.93887351234599	Glycosyl hydrolases family 32 N-terminal domain
PF00252	0	Ribosomal protein L16p/L10e
PF00253	0	Ribosomal protein S14p/S29e
PF00254	0	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	0	Glutathione peroxidase
PF00258	0.0417158836513574	Flavodoxin
PF00263	0.311420309475766	Bacterial type II and III secretion system protein
PF00265	0	Thymidine kinase
PF00266	0.0280384699373014	Aminotransferase class-V
PF00267	0.14609296524274	Gram-negative porin
PF00268	0.0555544839130382	Ribonucleotide reductase, small chain
PF00270	0.0852924788167153	DEAD/DEAH box helicase
PF00271	0.113392592015291	Helicase conserved C-terminal domain
PF00275	0.0555544839130382	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276	0	Ribosomal protein L23
PF00278	0	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00281	0	Ribosomal protein L5
PF00282	0.0775851729326969	Pyridoxal-dependent decarboxylase conserved domain
PF00285	0.079555728417573	Citrate synthase, C-terminal domain
PF00288	0.0371131614522787	GHMP kinases N terminal domain
PF00289	0.153278024574352	Biotin carboxylase, N-terminal domain
PF00290	0	Tryptophan synthase alpha chain
PF00291	0.0544184292954243	Pyridoxal-phosphate dependent enzyme
PF00293	0.0417235696789539	NUDIX domain
PF00294	0.122565685417071	pfkB family carbohydrate kinase
PF00296	0.0839598164628586	Luciferase-like monooxygenase
PF00297	0	Ribosomal protein L3
PF00298	0.113218631772141	Ribosomal protein L11, RNA binding domain
PF00300	0.0974472560151902	Histidine phosphatase superfamily (branch 1)
PF00301	0.113218631772141	Rubredoxin
PF00302	3.01892763255977	Chloramphenicol acetyltransferase
PF00303	0.184271998272139	Thymidylate synthase
PF00306	0	ATP synthase alpha/beta chain, C terminal domain
PF00308	0.0978437916133874	Bacterial dnaA  protein
PF00309	0.11042310999999	Sigma-54 factor, Activator interacting domain (AID)
PF00310	0.229340305384594	Glutamine amidotransferases class-II
PF00311	0.11042310999999	Phosphoenolpyruvate carboxylase
PF00312	0.11042310999999	Ribosomal protein S15
PF00313	0.217965958518339	'Cold-shock' DNA-binding domain
PF00316	0	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317	0.0555544839130382	Ribonucleotide reductase, all-alpha domain
PF00318	0	Ribosomal protein S2
PF00324	0.0757258165375382	Amino acid permease
PF00325	0	Bacterial regulatory proteins, crp family
PF00326	0.168313182924947	Prolyl oligopeptidase family
PF00327	0	Ribosomal protein L30p/L7e
PF00328	0.248111276250604	Histidine phosphatase superfamily (branch 2)
PF00329	0.181124114147145	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330	0.0562543950463012	Aconitase family (aconitate hydratase)
PF00333	0	Ribosomal protein S5, N-terminal domain
PF00334	0	Nucleoside diphosphate kinase
PF00338	0	Ribosomal protein S10p/S20e
PF00342	0	Phosphoglucose isomerase
PF00343	0.0555544839130382	Carbohydrate phosphorylase
PF00344	0	SecY translocase
PF00345	0.22913982090014	Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF00346	0.220119854457428	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347	0	Ribosomal protein L6
PF00348	0.0555544839130382	Polyprenyl synthetase
PF00350	0.43814887932159	Dynamin family
PF00353	1.99702857872422	Haemolysin-type calcium-binding repeat (2 copies)
PF00355	0.686943569514357	Rieske [2Fe-2S] domain
PF00356	0.0825633385973122	Bacterial regulatory proteins, lacI family
PF00358	0.168685681949907	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
PF00359	0.100497437191002	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00361	0.260288150143698	Proton-conducting membrane transporter
PF00364	0.12975809841012	Biotin-requiring enzyme
PF00365	0	Phosphofructokinase
PF00366	0	Ribosomal protein S17
PF00367	0.113713574462329	phosphotransferase system, EIIB
PF00370	0.104751080559713	FGGY family of carbohydrate kinases, N-terminal domain
PF00374	0.136993170639295	Nickel-dependent hydrogenase
PF00375	0.0991972476169135	Sodium:dicarboxylate symporter family
PF00376	0.384290677605527	MerR family regulatory protein
PF00378	0.167349445579244	Enoyl-CoA hydratase/isomerase
PF00380	0.11042310999999	Ribosomal protein S9/S16
PF00381	0.117605865917578	PTS HPr component phosphorylation site
PF00383	0.118103600447569	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	0.0621436195922926	Molybdopterin oxidoreductase
PF00389	0.149079290838444	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	0.0775851729326969	Malic enzyme, N-terminal domain
PF00391	0.0809872307812564	PEP-utilising enzyme, mobile domain
PF00392	0.0753150925815796	Bacterial regulatory proteins, gntR family
PF00393	0	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	0.193727524925389	Multicopper oxidase
PF00398	0.258054330827726	Ribosomal RNA adenine dimethylase
PF00401	0.11042310999999	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00403	0.274447966596342	Heavy-metal-associated domain
PF00406	0	Adenylate kinase
PF00408	0.165575618437846	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	0	Ribosomal protein S8
PF00411	0	Ribosomal protein S11
PF00416	0	Ribosomal protein S13/S18
PF00419	0.190462942193982	Fimbrial protein
PF00420	0.286219766948124	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00425	0.120017117118215	chorismate binding enzyme
PF00430	0	ATP synthase B/B' CF(0)
PF00436	0.358901025511215	Single-strand binding protein family
PF00437	0.298048272265436	Type II/IV secretion system protein
PF00438	0.285819509958756	S-adenosylmethionine synthetase, N-terminal domain
PF00440	0.109617165223734	Bacterial regulatory proteins, tetR family
PF00441	0.0853219017783111	Acyl-CoA dehydrogenase, C-terminal domain
PF00444	0.170373198662295	Ribosomal protein L36
PF00445	0.11042310999999	Ribonuclease T2 family
PF00448	0.0562532824528249	SRP54-type protein, GTPase domain
PF00449	2.61984206264284	Urease alpha-subunit, N-terminal domain
PF00453	0	Ribosomal protein L20
PF00455	0.143853762888057	DeoR C terminal sensor domain
PF00456	0.205735338426272	Transketolase, thiamine diphosphate binding domain
PF00459	0	Inositol monophosphatase family
PF00460	0.262372056363328	Flagella basal body rod protein
PF00462	0	Glutaredoxin
PF00463	0.323286936505994	Isocitrate lyase family
PF00464	0	Serine hydroxymethyltransferase
PF00465	0.124750602158684	Iron-containing alcohol dehydrogenase
PF00466	0.113218631772141	Ribosomal protein L10
PF00467	0.0562532824528249	KOW motif
PF00468	0	Ribosomal protein L34
PF00471	0	Ribosomal protein L33
PF00472	0.171964254172283	RF-1 domain
PF00474	0.111509214789372	Sodium:solute symporter family
PF00475	0	Imidazoleglycerol-phosphate dehydratase
PF00476	0.248160626463298	DNA polymerase family A
PF00478	0	IMP dehydrogenase / GMP reductase domain
PF00479	0	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	0.144540571911237	ROK family
PF00482	0.302042342476355	Type II secretion system (T2SS), protein F
PF00483	0.120062393008842	Nucleotidyl transferase
PF00484	0.276406994336309	Carbonic anhydrase
PF00485	0.0374237318410007	Phosphoribulokinase / Uridine kinase family
PF00486	0.0961494567927161	Transcriptional regulatory protein, C terminal
PF00487	2.09479966918282	Fatty acid desaturase
PF00488	0	MutS domain V
PF00490	0	Delta-aminolevulinic acid dehydratase
PF00491	0.153278024574352	Arginase family
PF00496	0.0636323254981184	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	0.0586747044424437	Bacterial extracellular solute-binding proteins, family 3
PF00498	6.28439900754845	FHA domain
PF00499	0.113218631772141	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00501	0.195138732548691	AMP-binding enzyme
PF00507	0.113218631772141	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	0	Cytochrome c oxidase subunit III
PF00512	0.0608429371712049	His Kinase A (phospho-acceptor) domain
PF00521	0.0555544839130382	DNA gyrase/topoisomerase IV, subunit A
PF00528	0.0274197575736931	Binding-protein-dependent transport system inner membrane component
PF00529	0.0964305481906317	HlyD membrane-fusion protein of T1SS
PF00532	0.10966579973285	Periplasmic binding proteins and sugar binding domain of LacI family
PF00533	0	BRCA1 C Terminus (BRCT) domain
PF00534	0.147740528967411	Glycosyl transferases group 1
PF00535	0.175288120454719	Glycosyl transferase family 2
PF00542	0.113218631772141	Ribosomal protein L7/L12 C-terminal domain
PF00543	0.0562532824528249	Nitrogen regulatory protein P-II
PF00547	2.61984206264284	Urease, gamma subunit
PF00549	0.286219766948124	CoA-ligase
PF00550	0.545894441810886	Phosphopantetheine attachment site
PF00551	0.0280384699373014	Formyl transferase
PF00557	0.0626199711636359	Metallopeptidase family M24
PF00561	0.254488802593114	alpha/beta hydrolase fold
PF00562	0.159111456835146	RNA polymerase Rpb2, domain 6
PF00563	0.0836329264564743	EAL domain
PF00565	1.24229493103057	Staphylococcal nuclease homologue
PF00570	0.0562532824528249	HRDC domain
PF00571	0.122595705205419	CBS domain
PF00572	0.11042310999999	Ribosomal protein L13
PF00573	0	Ribosomal protein L4/L1 family
PF00574	0.516394160900725	Clp protease
PF00575	0.0447919129757639	S1 RNA binding domain
PF00576	0.184271998272139	HIUase/Transthyretin family
PF00577	0.19222621954405	Outer membrane usher protein
PF00578	0.0775851729326969	AhpC/TSA family
PF00579	0.0795493545259297	tRNA synthetases class I (W and Y)
PF00580	0.0775851729326969	UvrD/REP helicase N-terminal domain
PF00581	0.0682814569603214	Rhodanese-like domain
PF00582	0.0390659696779516	Universal stress protein family
PF00583	0.117789797312939	Acetyltransferase (GNAT) family
PF00584	0.113218631772141	SecE/Sec61-gamma subunits of protein translocation complex
PF00585	0.113218631772141	C-terminal regulatory domain of Threonine dehydratase
PF00586	0	AIR synthase related protein, N-terminal domain
PF00587	0	tRNA synthetase class II core domain (G, H, P, S and T)
PF00588	0.0417158836513574	SpoU rRNA Methylase family
PF00589	0.288461686411283	Phage integrase family
PF00590	0.0555544839130382	Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591	0.148984754317917	Glycosyl transferase family, a/b domain
PF00593	0.305808330377923	TonB dependent receptor
PF00595	0.0501221070571725	PDZ domain (Also known as DHR or GLGF)
PF00596	0.144800353109078	Class II Aldolase and Adducin N-terminal domain
PF00623	0.113218631772141	RNA polymerase Rpb1, domain 2
PF00625	0.113218631772141	Guanylate kinase
PF00633	0	Helix-hairpin-helix motif
PF00639	0.192063739092946	PPIC-type PPIASE domain
PF00654	0.100534427710464	Voltage gated chloride channel
PF00656	8.94427190999916	Caspase domain
PF00662	0.432474745366823	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00664	0.268442326368636	ABC transporter transmembrane region
PF00665	1.14491899704853	Integrase core domain
PF00667	0	FAD binding domain
PF00668	0.813115628181742	Condensation domain
PF00669	0.351963295475251	Bacterial flagellin N-terminal helical region
PF00672	0.109945066659356	HAMP domain
PF00673	0	ribosomal L5P family C-terminus
PF00675	0.130832207187132	Insulinase (Peptidase family M16)
PF00676	0.35538042128954	Dehydrogenase E1 component
PF00677	0	Lumazine binding domain
PF00679	0.0374237318410007	Elongation factor G C-terminus
PF00682	0.259827920984652	HMGL-like
PF00684	0	DnaJ central domain
PF00687	0.113218631772141	Ribosomal protein L1p/L10e family
PF00689	0.113218631772141	Cation transporting ATPase, C-terminus
PF00690	0.113218631772141	Cation transporter/ATPase, N-terminus
PF00691	0.0850353376446474	OmpA family
PF00692	0	dUTPase
PF00694	0.0841046474624565	Aconitase C-terminal domain
PF00696	0.09703837334691	Amino acid kinase family
PF00697	0.2937327240519	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698	0.560810926737443	Acyl transferase domain
PF00699	2.61984206264284	Urease beta subunit
PF00700	0.366801167520776	Bacterial flagellin C-terminal helical region
PF00701	0.485742341082189	Dihydrodipicolinate synthetase family
PF00702	0.12071824252628	haloacid dehalogenase-like hydrolase
PF00703	0.119392618236827	Glycosyl hydrolases family 2
PF00704	8.94427190999916	Glycosyl hydrolases family 18
PF00707	0.161138436090986	Translation initiation factor IF-3, C-terminal domain
PF00708	0.0562532824528249	Acylphosphatase
PF00709	0.159111456835146	Adenylosuccinate synthetase
PF00710	0.0775851729326969	Asparaginase, N-terminal
PF00712	0	DNA polymerase III beta subunit, N-terminal domain
PF00717	0.31472676721199	Peptidase S24-like
PF00719	0	Inorganic pyrophosphatase
PF00723	1.20094579784411	Glycosyl hydrolases family 15
PF00724	0.228277251590859	NADH:flavin oxidoreductase / NADH oxidase family
PF00725	0.207960605256694	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
PF00730	0.0371131614522787	HhH-GPD superfamily base excision DNA repair protein
PF00731	0	AIR carboxylase
PF00732	0.198630855280358	GMC oxidoreductase
PF00733	0.11042310999999	Asparagine synthase
PF00742	0.0555544839130382	Homoserine dehydrogenase
PF00743	8.94427190999916	Flavin-binding monooxygenase-like
PF00745	0	Glutamyl-tRNAGlu reductase, dimerisation domain
PF00749	0.0519371818805657	tRNA synthetases class I (E and Q), catalytic domain
PF00750	0	tRNA synthetases class I (R)
PF00753	0.162397994647973	Metallo-beta-lactamase superfamily
PF00756	0.22012078158215	Putative esterase
PF00762	0	Ferrochelatase
PF00763	0	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
PF00764	0.11042310999999	Arginosuccinate synthase
PF00766	0.0976306041738129	Electron transfer flavoprotein FAD-binding domain
PF00768	0.0627712192482571	D-alanyl-D-alanine carboxypeptidase
PF00771	0.288524900322554	FHIPEP family
PF00772	0.453329148775889	DnaB-like helicase N terminal domain
PF00773	0.0555544839130382	RNB domain
PF00777	6.28439900754845	Glycosyltransferase family 29 (sialyltransferase)
PF00781	0.113218631772141	Diacylglycerol kinase catalytic domain
PF00782	0.443267328828043	Dual specificity phosphatase, catalytic domain
PF00793	0.0806801186045871	DAHP synthetase I family
PF00795	0.074584171310984	Carbon-nitrogen hydrolase
PF00797	0.259827920984652	N-acetyltransferase
PF00800	0	Prephenate dehydratase
PF00805	0.99683041991903	Pentapeptide repeats (8 copies)
PF00809	0.335062574900679	Pterin binding enzyme
PF00813	0.429426437734093	FliP family
PF00814	0.0555544839130382	Glycoprotease family
PF00815	0	Histidinol dehydrogenase
PF00816	0.323893380828419	H-NS histone family
PF00817	0.288601722645372	impB/mucB/samB family
PF00825	0	Ribonuclease P
PF00828	0	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
PF00829	0.11042310999999	Ribosomal prokaryotic L21 protein
PF00830	0	Ribosomal L28 family
PF00831	0	Ribosomal L29 protein
PF00834	0.419633407245985	Ribulose-phosphate 3 epimerase family
PF00842	0.0562532824528249	Alanine racemase, C-terminal domain
PF00847	4.65519989645443	AP2 domain
PF00848	0.697884017917377	Ring hydroxylating alpha subunit (catalytic domain)
PF00849	0.0403136868246106	RNA pseudouridylate synthase
PF00854	0.0738920618484831	POT family
PF00857	0.127076183897844	Isochorismatase family
PF00860	0.0685105022147102	Permease family
PF00861	0	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
PF00866	0.696894984540835	Ring hydroxylating beta subunit
PF00871	0.162502884120599	Acetokinase family
PF00872	2.66244391395137	Transposase, Mutator family
PF00873	0.104307428133284	AcrB/AcrD/AcrF family
PF00874	0.363765228927859	PRD domain
PF00875	0.11042310999999	DNA photolyase
PF00877	0.363756884380404	NlpC/P60 family
PF00881	0.106137051858647	Nitroreductase family
PF00883	0	Cytosol aminopeptidase family, catalytic domain
PF00884	0.149005148584766	Sulfatase
PF00885	0	6,7-dimethyl-8-ribityllumazine synthase
PF00886	0	Ribosomal protein S16
PF00889	0	Elongation factor TS
PF00890	0.167061767971796	FAD binding domain
PF00891	2.18493940808394	O-methyltransferase
PF00892	0.0689886772662347	EamA-like transporter family
PF00893	0.248013711924836	Small Multidrug Resistance protein
PF00899	0.0645525430146415	ThiF family
PF00902	0	Sec-independent protein translocase protein (TatC)
PF00903	0.156090415540905	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF00905	0.075342738209791	Penicillin binding protein transpeptidase domain
PF00908	1.15916591841914	dTDP-4-dehydrorhamnose 3,5-epimerase
PF00909	0	Ammonium Transporter Family
PF00912	0.0690411162232982	Transglycosylase
PF00916	0.218152973414614	Sulfate permease family
PF00919	0.0555544839130382	Uncharacterized protein family UPF0004
PF00920	0.19139039328096	Dehydratase family
PF00923	0.0397778642087865	Transaldolase/Fructose-6-phosphate aldolase
PF00924	0.0589034786365676	Mechanosensitive ion channel
PF00925	0	GTP cyclohydrolase II
PF00926	0.11042310999999	3,4-dihydroxy-2-butanone 4-phosphate synthase
PF00929	0.0832365302978912	Exonuclease
PF00931	8.94427190999916	NB-ARC domain
PF00933	0.079555728417573	Glycosyl hydrolase family 3 N terminal domain
PF00936	0.409256118517545	BMC domain
PF00939	0.258680565763396	Sodium:sulfate symporter transmembrane region
PF00941	0.219317293497032	FAD binding domain in molybdopterin dehydrogenase
PF00950	0.794372928948263	ABC 3 transport family
PF00953	0.0562532824528249	Glycosyl transferase family 4
PF00958	0	GMP synthase C terminal domain
PF00959	0.620760653773559	Phage lysozyme
PF00962	0	Adenosine/AMP deaminase
PF00970	0.180842671814365	Oxidoreductase FAD-binding domain
PF00975	0.499574457961023	Thioesterase domain
PF00977	0.0555544839130382	Histidine biosynthesis protein
PF00982	0	Glycosyltransferase family 20
PF00984	0.148984754317917	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF00986	0.079555728417573	DNA gyrase B subunit, carboxyl terminus
PF00988	0	Carbamoyl-phosphate synthase small chain, CPSase domain
PF00989	0.151278344439879	PAS fold
PF00990	0.0710971318585798	Diguanylate cyclase, GGDEF domain
PF00994	0.0278637754205581	Probable molybdopterin binding domain
PF00999	0.116094948297416	Sodium/hydrogen exchanger family
PF01000	0	RNA polymerase Rpb3/RpoA insert domain
PF01008	1.86763085405879	Initiation factor 2 subunit family
PF01011	0.0320641003282758	PQQ enzyme repeat
PF01012	0.111589509916019	Electron transfer flavoprotein domain
PF01016	0.11042310999999	Ribosomal L27 protein
PF01018	0.11042310999999	GTP1/OBG
PF01019	0.287575223450864	Gamma-glutamyltranspeptidase
PF01022	0.404925382179256	Bacterial regulatory protein, arsR family
PF01024	2.53520803341039	Colicin pore forming domain
PF01025	0	GrpE
PF01026	0.104868399460332	TatD related DNase
PF01027	0.213619268038459	Inhibitor of apoptosis-promoting Bax1
PF01029	0	NusB family
PF01032	0.284951136913248	FecCD transport family
PF01035	0.0528100756936845	6-O-methylguanine DNA methyltransferase, DNA binding domain
PF01037	0.0371131614522787	Lrp/AsnC ligand binding domain
PF01039	0	Carboxyl transferase domain
PF01040	0	UbiA prenyltransferase family
PF01041	0.193664297924709	DegT/DnrJ/EryC1/StrS aminotransferase family
PF01042	0.139572224720898	Endoribonuclease L-PSP
PF01043	0.113218631772141	SecA preprotein cross-linking domain
PF01047	0.189565778586478	MarR family
PF01048	0.091735720069599	Phosphorylase superfamily
PF01050	0.394572669469507	Mannose-6-phosphate isomerase
PF01051	0.981823381287211	Initiator Replication protein
PF01052	0.336878132779651	Type III flagellar switch regulator (C-ring) FliN C-term
PF01053	0.132174169448347	Cys/Met metabolism PLP-dependent enzyme
PF01055	0.406903532862849	Glycosyl hydrolases family 31
PF01058	0.110575754813536	NADH ubiquinone oxidoreductase, 20 Kd subunit
PF01061	0.350449981985187	ABC-2 type transporter
PF01062	0.161138436090986	Bestrophin, RFP-TM, chloride channel
PF01063	0.0795493545259297	Amino-transferase class IV
PF01066	0.143758458693322	CDP-alcohol phosphatidyltransferase
PF01068	6.28439900754845	ATP dependent DNA ligase domain
PF01070	0.246561056136195	FMN-dependent dehydrogenase
PF01071	0.113218631772141	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01074	0.906069317759229	Glycosyl hydrolases family 38 N-terminal domain
PF01075	0.12294748569039	Glycosyltransferase family 9 (heptosyltransferase)
PF01077	0.0371131614522787	Nitrite and sulphite reductase 4Fe-4S domain
PF01078	0.286543930104226	Magnesium chelatase, subunit ChlI
PF01081	0.287250574654734	KDPG and KHG aldolase
PF01084	0.11042310999999	Ribosomal protein S18
PF01087	0.11042310999999	Galactose-1-phosphate uridyl transferase, N-terminal domain
PF01095	0.159111456835146	Pectinesterase
PF01098	0.0978437916133874	Cell cycle protein
PF01103	0	Surface antigen
PF01106	0	NifU-like domain
PF01112	0.287575223450864	Asparaginase
PF01113	0	Dihydrodipicolinate reductase, N-terminus
PF01116	0.34731025861307	Fructose-bisphosphate aldolase class-II
PF01118	0.129388384575345	Semialdehyde dehydrogenase, NAD binding domain
PF01119	0.11042310999999	DNA mismatch repair protein, C-terminal domain
PF01121	0	Dephospho-CoA kinase
PF01124	0	MAPEG family
PF01127	0.11042310999999	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
PF01128	0.184271998272139	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF01131	0.262052872882673	DNA topoisomerase
PF01132	0.0555544839130382	Elongation factor P (EF-P) OB domain
PF01134	0	Glucose inhibited division protein A
PF01135	0.113218631772141	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF01136	0.0626199711636359	Peptidase family U32
PF01137	0	RNA 3'-terminal phosphate cyclase
PF01138	0.0739196025619765	3' exoribonuclease family, domain 1
PF01139	0.437554356368972	tRNA-splicing ligase RtcB
PF01142	0	tRNA pseudouridine synthase D (TruD)
PF01144	0.491523928644318	Coenzyme A transferase
PF01145	0.167618930890555	SPFH domain / Band 7 family
PF01148	0.242970782959517	Cytidylyltransferase family
PF01149	0.113218631772141	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF01155	0.0775851729326969	Hydrogenase/urease nickel incorporation, metallochaperone, hypA
PF01156	0.0719081992797296	Inosine-uridine preferring nucleoside hydrolase
PF01161	0.339521354813409	Phosphatidylethanolamine-binding protein
PF01163	6.28439900754845	RIO1 family
PF01165	0.11042310999999	Ribosomal protein S21
PF01168	0.104811470203984	Alanine racemase, N-terminal domain
