ann_term	generic	annotation
PF00106	10.8964377204895	short chain dehydrogenase
PF00107	16.0490164626991	Zinc-binding dehydrogenase
PF00108	1.02331315408371	Thiolase, N-terminal domain
PF00109	3.05299110987588	Beta-ketoacyl synthase, N-terminal domain
PF00111	2.97790606438516	2Fe-2S iron-sulfur cluster binding domain
PF00112	14.5148903037914	Papain family cysteine protease
PF00113	2.67530048861852	Enolase, C-terminal TIM barrel domain
PF00114	0	Pilin (bacterial filament)
PF00115	1.4532067723248	Cytochrome C and Quinol oxidase polypeptide I
PF00116	1.55899589609887	Cytochrome C oxidase subunit II, periplasmic domain
PF00117	2.65675569137131	Glutamine amidotransferase class-I
PF00118	7.47621432096659	TCP-1/cpn60 chaperonin family
PF00119	2.7224254405814	ATP synthase A chain
PF00120	1.34805810590022	Glutamine synthetase, catalytic domain
PF00121	1.80775949990695	Triosephosphate isomerase
PF00122	7.78683958482364	E1-E2 ATPase
PF00124	11.2035515233585	Photosynthetic reaction centre protein
PF00125	10.6357649868426	Core histone H2A/H2B/H3/H4
PF00126	1.51949824371353	Bacterial regulatory helix-turn-helix protein, lysR family
PF00127	0.478759169539226	Copper binding proteins, plastocyanin/azurin family
PF00128	2.30796330541615	Alpha amylase, catalytic domain
PF00130	0.603970093807497	Phorbol esters/diacylglycerol binding domain (C1 domain)
PF00132	4.61001856168319	Bacterial transferase hexapeptide (six repeats)
PF00133	3.32997734624201	tRNA synthetases class I (I, L, M and V)
PF00134	8.28689366221342	Cyclin, N-terminal domain
PF00135	0.659288310354817	Carboxylesterase family
PF00136	1.52649555493794	DNA polymerase family B
PF00137	7.7648214937749	ATP synthase subunit C
PF00139	18.7851975714588	Legume lectin domain
PF00140	0.442343040499889	Sigma-70 factor, region 1.2
PF00141	24.3104268853081	Peroxidase
PF00144	1.8684926678356	Beta-lactamase
PF00145	2.47220750001505	C-5 cytosine-specific DNA methylase
PF00146	3.95064767487728	NADH dehydrogenase
PF00149	6.82198525937322	Calcineurin-like phosphoesterase
PF00150	4.12729829246307	Cellulase (glycosyl hydrolase family 5)
PF00152	2.77284677638037	tRNA synthetases class II (D, K and N)
PF00153	24.7893783187149	Mitochondrial carrier protein
PF00154	0.940025424519007	recA bacterial DNA recombination protein
PF00155	7.17953843831772	Aminotransferase class I and II
PF00156	1.81239231348333	Phosphoribosyl transferase domain
PF00158	0.136082763487954	Sigma-54 interaction domain
PF00160	12.7904685861266	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00161	8.3930356141509	Ribosome inactivating protein
PF00162	3.13876597596123	Phosphoglycerate kinase
PF00163	3.35506542576758	Ribosomal protein S4/S9 N-terminal domain
PF00164	11.7574039595747	Ribosomal protein S12/S23
PF00166	2.23411388468794	Chaperonin 10 Kd subunit
PF00168	19.2181197982896	C2 domain
PF00169	2.33916611492377	PH domain
PF00170	14.3015468320374	bZIP transcription factor
PF00171	5.71572059453092	Aldehyde dehydrogenase family
PF00173	3.61479412247345	Cytochrome b5-like Heme/Steroid binding domain
PF00174	0.914973660517586	Oxidoreductase molybdopterin binding domain
PF00175	2.36656479539809	Oxidoreductase NAD-binding domain
PF00176	5.20401393217671	SNF2 family N-terminal domain
PF00177	13.9735824429281	Ribosomal protein S7p/S5e
PF00179	9.06250135545425	Ubiquitin-conjugating enzyme
PF00180	3.03554530356689	Isocitrate/isopropylmalate dehydrogenase
PF00181	7.58941574212261	Ribosomal Proteins L2, RNA binding domain
PF00182	8.41990669728918	Chitinase class I
PF00183	10.3580889640957	Hsp90 protein
PF00185	0.780841524940866	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186	0.802685917430056	Dihydrofolate reductase
PF00187	8.89406950708871	Chitin recognition protein
PF00188	7.6940310116055	Cysteine-rich secretory protein family
PF00189	4.51273529848736	Ribosomal protein S3, C-terminal domain
PF00190	22.5038935989732	Cupin
PF00191	11.2786323270958	Annexin
PF00194	3.50346738498875	Eukaryotic-type carbonic anhydrase
PF00195	6.30263995800582	Chalcone and stilbene synthases, N-terminal domain
PF00196	0.544331053951817	Bacterial regulatory proteins, luxR family
PF00197	10.9207967446238	Trypsin and protease inhibitor
PF00198	2.05548472879282	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199	0.930874268772509	Catalase
PF00201	58.8990329857179	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202	2.0815820731654	Aminotransferase class-III
PF00203	1.91284597771264	Ribosomal protein S19
PF00204	0.860053790591839	DNA gyrase B
PF00205	1.83946943403312	Thiamine pyrophosphate enzyme, central domain
PF00206	1.56971691109968	Lyase
PF00207	0	Alpha-2-macroglobulin family
PF00208	0.940025424519007	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209	0	Sodium:neurotransmitter symporter family
PF00210	1.34377463086652	Ferritin-like domain
PF00211	0.136082763487954	Adenylate and Guanylate cyclase catalytic domain
PF00213	1.16853698539387	ATP synthase delta (OSCP) subunit
PF00215	0.841158231138066	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	0.231212282322664	Bacterial DNA-binding protein
PF00217	0	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218	1.01284551868682	Indole-3-glycerol phosphate synthase
PF00221	2.79462396945955	Aromatic amino acid lyase
PF00223	27.7109720768713	Photosystem I psaA/psaB protein
PF00224	3.44858410873166	Pyruvate kinase, barrel domain
PF00225	11.6628774918815	Kinesin motor domain
PF00226	9.92756786799188	DnaJ domain
PF00227	3.80375517865168	Proteasome subunit
PF00228	4.78204187856002	Bowman-Birk serine protease inhibitor family
PF00230	10.0403100895649	Major intrinsic protein
PF00231	0.823315042362117	ATP synthase
PF00232	12.2625739458068	Glycosyl hydrolase family 1
PF00234	7.29542805051572	Protease inhibitor/seed storage/LTP family
PF00235	1.68231646227613	Profilin
PF00237	2.04115586388127	Ribosomal protein L22p/L17e
PF00238	2.40580767146119	Ribosomal protein L14p/L23e
PF00239	0.301985046903748	Resolvase, N terminal domain
PF00240	26.2497812043725	Ubiquitin family
PF00241	2.85969363026527	Cofilin/tropomyosin-type actin-binding protein
PF00244	4.03132389259955	14-3-3 protein
PF00245	0.136082763487954	Alkaline phosphatase
PF00246	0.371974165600534	Zinc carboxypeptidase
PF00248	13.7549305053696	Aldo/keto reductase family
PF00249	71.0991178303526	Myb-like DNA-binding domain
PF00251	2.85088287966569	Glycosyl hydrolases family 32 N-terminal domain
PF00252	1.96590434004654	Ribosomal protein L16p/L10e
PF00253	2.19275536725576	Ribosomal protein S14p/S29e
PF00254	5.71205157483464	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	1.6567841177589	Glutathione peroxidase
PF00257	4.58448146473395	Dehydrin
PF00258	0.901121283033837	Flavodoxin
PF00261	0	Tropomyosin
PF00262	2.5366633746263	Calreticulin family
PF00263	0.272165526975909	Bacterial type II and III secretion system protein
PF00264	3.80044684562422	Common central domain of tyrosinase
PF00265	0.998251441222183	Thymidine kinase
PF00266	2.78259540300049	Aminotransferase class-V
PF00267	0.136082763487954	Gram-negative porin
PF00268	0.84095051210017	Ribonucleotide reductase, small chain
PF00270	7.75750577679508	DEAD/DEAH box helicase
PF00271	10.2043584226354	Helicase conserved C-terminal domain
PF00274	2.08686283831494	Fructose-bisphosphate aldolase class-I
PF00275	1.37271505082508	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276	2.16283324807525	Ribosomal protein L23
PF00278	1.41075037895656	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280	6.66270846855595	Potato inhibitor I family
PF00281	1.13762905212446	Ribosomal protein L5
PF00282	4.66116027340185	Pyridoxal-dependent decarboxylase conserved domain
PF00283	7.00067382201629	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284	3.8165478820328	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285	1.65308935103815	Citrate synthase, C-terminal domain
PF00288	1.47859169591018	GHMP kinases N terminal domain
PF00289	0.614295116833951	Biotin carboxylase, N-terminal domain
PF00290	1.321356057574	Tryptophan synthase alpha chain
PF00291	3.85516977993776	Pyridoxal-phosphate dependent enzyme
PF00293	5.30100263448507	NUDIX domain
PF00294	3.40160688792606	pfkB family carbohydrate kinase
PF00295	13.1448416625699	Glycosyl hydrolases family 28
PF00296	0.272165526975909	Luciferase-like monooxygenase
PF00297	1.63299316185545	Ribosomal protein L3
PF00298	1.79057240729667	Ribosomal protein L11, RNA binding domain
PF00300	4.63239889224313	Histidine phosphatase superfamily (branch 1)
PF00301	0.633338850246301	Rubredoxin
PF00303	0.945030031801259	Thymidylate synthase
PF00304	6.24550152575244	Gamma-thionin family
PF00305	8.85011854062355	Lipoxygenase
PF00306	5.7748642065224	ATP synthase alpha/beta chain, C terminal domain
PF00307	4.18075187417326	Calponin homology (CH) domain
PF00308	0.136082763487954	Bacterial dnaA  protein
PF00310	0.917262051737861	Glutamine amidotransferases class-II
PF00311	1.4666094900233	Phosphoenolpyruvate carboxylase
PF00312	1.36965720767165	Ribosomal protein S15
PF00313	2.26263051675388	'Cold-shock' DNA-binding domain
PF00314	8.82212215247757	Thaumatin family
PF00316	1.31751624529027	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317	0.90421792887173	Ribonucleotide reductase, all-alpha domain
PF00318	3.62810868174712	Ribosomal protein S2
PF00319	27.834899339568	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320	5.77810029740056	GATA zinc finger
PF00321	3.93256397265469	Plant thionin
PF00324	0.884686080999778	Amino acid permease
PF00326	5.15652958340339	Prolyl oligopeptidase family
PF00327	1.13208711850519	Ribosomal protein L30p/L7e
PF00328	0.802032707569449	Histidine phosphatase superfamily (branch 2)
PF00329	4.77048343768327	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330	2.58881375800863	Aconitase family (aconitate hydratase)
PF00331	3.49102873394704	Glycosyl hydrolase family 10
PF00332	7.3064114172925	Glycosyl hydrolases family 17
PF00333	1.26170273066718	Ribosomal protein S5, N-terminal domain
PF00334	1.76976706707355	Nucleoside diphosphate kinase
PF00335	3.15630545906815	Tetraspanin family
PF00337	1.87856346680436	Galactoside-binding lectin
PF00338	1.89826873200184	Ribosomal protein S10p/S20e
PF00342	1.65688956145783	Phosphoglucose isomerase
PF00343	2.04124145231932	Carbohydrate phosphorylase
PF00344	1.20402887614508	SecY translocase
PF00345	0	Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF00346	4.28170339086251	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347	1.71563289383688	Ribosomal protein L6
PF00348	3.50660751956878	Polyprenyl synthetase
PF00349	1.74671499605069	Hexokinase
PF00350	4.8329176427908	Dynamin family
PF00352	2.64647755820971	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353	0.558587116515005	RTX calcium-binding nonapeptide repeat (4 copies)
PF00355	2.10959340788948	Rieske [2Fe-2S] domain
PF00356	0	Bacterial regulatory proteins, lacI family
PF00359	0.136082763487954	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360	1.02927111183749	Phytochrome region
PF00361	22.8515092388525	Proton-conducting membrane transporter
PF00364	1.97512483130341	Biotin-requiring enzyme
PF00365	2.37797957567638	Phosphofructokinase
PF00366	1.23270707653841	Ribosomal protein S17
PF00367	0.136082763487954	phosphotransferase system, EIIB
PF00368	2.04397839004715	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	1.05293174947032	FGGY family of carbohydrate kinases, N-terminal domain
PF00373	0.43637859174338	FERM central domain
PF00375	0.136082763487954	Sodium:dicarboxylate symporter family
PF00378	2.90521110632722	Enoyl-CoA hydratase/isomerase
PF00380	0.92182179177602	Ribosomal protein S9/S16
PF00382	2.72781054773725	Transcription factor TFIIB repeat
PF00383	3.01823019120013	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	0.437577985462347	Molybdopterin oxidoreductase
PF00385	3.75549911262214	Chromo (CHRromatin Organisation MOdifier) domain
PF00387	1.77420369240354	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	2.1522257018487	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	3.43701437075347	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	1.74401241829415	Malic enzyme, N-terminal domain
PF00391	0.492075568159886	PEP-utilising enzyme, mobile domain
PF00392	0.408248290463863	Bacterial regulatory proteins, gntR family
PF00393	1.36556943222007	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	12.2079581334865	Multicopper oxidase
PF00395	0.692628653343597	S-layer homology domain
PF00396	1.11168748153596	Granulin
PF00397	2.23997104902924	WW domain
PF00398	0.86248790996094	Ribosomal RNA adenine dimethylase
PF00400	82.2186263307973	WD domain, G-beta repeat
PF00401	6.08870487411117	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00403	13.2446737841216	Heavy-metal-associated domain
PF00405	0.431547683593059	Transferrin
PF00406	1.78822923629421	Adenylate kinase
PF00407	20.9008507612412	Pathogenesis-related protein Bet v 1 family
PF00408	0.743008408739579	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	3.02863113779691	Ribosomal protein S8
PF00411	3.23400217854682	Ribosomal protein S11
PF00412	4.068937744372	LIM domain
PF00413	4.98078067180527	Matrixin
PF00415	15.2844106051614	Regulator of chromosome condensation (RCC1) repeat
PF00416	1.12791279876648	Ribosomal protein S13/S18
PF00419	0	Fimbrial protein
PF00420	1.57071825451937	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421	16.1624029908999	Photosystem II protein
PF00425	1.57870613724808	chorismate binding enzyme
PF00428	3.03070704377463	60s Acidic ribosomal protein
PF00430	4.65335778167816	ATP synthase B/B' CF(0)
PF00431	0.465812335684095	CUB domain
PF00432	3.51243175014703	Prenyltransferase and squalene oxidase repeat
PF00433	1.27163320705203	Protein kinase C terminal domain
PF00436	1.04007740398939	Single-strand binding protein family
PF00437	0.558587116515005	Type II/IV secretion system protein
PF00438	1.67909412867236	S-adenosylmethionine synthetase, N-terminal domain
PF00439	4.03600150843637	Bromodomain
PF00440	0.427888711146351	Bacterial regulatory proteins, tetR family
PF00441	1.48566408174982	Acyl-CoA dehydrogenase, C-terminal domain
PF00443	7.5523100070804	Ubiquitin carboxyl-terminal hydrolase
PF00444	0.796787750769538	Ribosomal protein L36
PF00445	5.25363007175206	Ribonuclease T2 family
PF00447	5.79150924329438	HSF-type DNA-binding
PF00448	2.26602531313672	SRP54-type protein, GTPase domain
PF00449	0.237180031990727	Urease alpha-subunit, N-terminal domain
PF00450	18.4275357569609	Serine carboxypeptidase
PF00453	1.24959811848525	Ribosomal protein L20
PF00454	2.65774187869713	Phosphatidylinositol 3- and 4-kinase
PF00455	0	DeoR C terminal sensor domain
PF00456	1.70920556042822	Transketolase, thiamine diphosphate binding domain
PF00458	0.563569040041308	WHEP-TRS domain
PF00459	1.321356057574	Inositol monophosphatase family
PF00460	0.427888711146351	Flagella basal body rod protein
PF00462	8.88534389478434	Glutaredoxin
PF00463	0.477663191368709	Isocitrate lyase family
PF00464	1.98992922207673	Serine hydroxymethyltransferase
PF00465	0.136082763487954	Iron-containing alcohol dehydrogenase
PF00466	1.2539246564388	Ribosomal protein L10
PF00467	2.28537109333294	KOW motif
PF00468	0.974338816111424	Ribosomal protein L34
PF00471	1.34961236249551	Ribosomal protein L33
PF00472	2.13388357683751	RF-1 domain
PF00474	0.292582419835719	Sodium:solute symporter family
PF00475	0.536572969931859	Imidazoleglycerol-phosphate dehydratase
PF00476	0.959887309947757	DNA polymerase family A
PF00477	1.26833168731315	Small hydrophilic plant seed protein
PF00478	0.840327046912205	IMP dehydrogenase / GMP reductase domain
PF00479	1.47005992072097	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	0	ROK family
PF00481	12.9286733267655	Protein phosphatase 2C
PF00482	0.136082763487954	Type II secretion system (T2SS), protein F
PF00483	1.78000384738786	Nucleotidyl transferase
PF00484	1.87381455654317	Carbonic anhydrase
PF00485	1.29828139907917	Phosphoribulokinase / Uridine kinase family
PF00486	0.427888711146351	Transcriptional regulatory protein, C terminal
PF00487	8.57019765877964	Fatty acid desaturase
PF00488	0.946692355041668	MutS domain V
PF00490	0.747929824023065	Delta-aminolevulinic acid dehydratase
PF00491	0.570654362217708	Arginase family
PF00493	2.97819938190021	MCM P-loop domain
PF00494	1.40180576365689	Squalene/phytoene synthase
PF00496	0.136082763487954	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	11.2052354988909	Bacterial extracellular solute-binding proteins, family 3
PF00498	1.97963072458736	FHA domain
PF00499	1.28366613343905	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00500	0.136082763487954	L1 (late) protein
PF00501	8.46524526274878	AMP-binding enzyme
PF00503	1.72223912888165	G-protein alpha subunit
PF00504	6.00314383044889	Chlorophyll A-B binding protein
PF00505	2.90521110632722	HMG (high mobility group) box
PF00507	1.72376004919413	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	1.30418881134038	Cytochrome c oxidase subunit III
PF00512	2.50031444563359	His Kinase A (phospho-acceptor) domain
PF00514	33.5101599162114	Armadillo/beta-catenin-like repeat
PF00515	3.87077241716955	Tetratricopeptide repeat
PF00519	0.136082763487954	Papillomavirus helicase
PF00520	9.42631136298551	Ion transport protein
PF00521	1.36082763487954	DNA gyrase/topoisomerase IV, subunit A
PF00524	0.190625877092986	E1 Protein, N terminal domain
PF00528	0.427888711146351	Binding-protein-dependent transport system inner membrane component
PF00529	0.136082763487954	HlyD membrane-fusion protein of T1SS
PF00531	0.136082763487954	Death domain
PF00532	0	Periplasmic binding proteins and sugar binding domain of LacI family
PF00533	2.36124367614044	BRCA1 C Terminus (BRCT) domain
PF00534	3.52211739885949	Glycosyl transferases group 1
PF00535	0.964788894039983	Glycosyl transferase family 2
PF00536	1.44851064502444	SAM domain (Sterile alpha motif)
PF00537	2.27164639820782	Scorpion toxin-like domain
PF00538	2.87212925979586	linker histone H1 and H5 family
PF00542	1.64376296151689	Ribosomal protein L7/L12 C-terminal domain
PF00543	0.362940857011621	Nitrogen regulatory protein P-II
PF00544	5.62402254881945	Pectate lyase
PF00547	0.336463292455227	Urease, gamma subunit
PF00549	1.02518938612745	CoA-ligase
PF00550	1.8239228654599	Phosphopantetheine attachment site
PF00551	1.40330049210391	Formyl transferase
PF00553	0.272165526975909	Cellulose binding domain
PF00557	1.81624396444001	Metallopeptidase family M24
PF00560	118.035326174063	Leucine Rich Repeat
PF00561	8.67965886353959	alpha/beta hydrolase fold
PF00562	7.33218973358629	RNA polymerase Rpb2, domain 6
PF00563	1.09458357723253	EAL domain
PF00564	6.46662668296874	PB1 domain
PF00565	3.10096804163604	Staphylococcal nuclease homologue
PF00566	4.38120628976303	Rab-GTPase-TBC domain
PF00567	0.770027271336786	Tudor domain
PF00569	1.70183031324934	Zinc finger, ZZ type
PF00570	0.968403702109074	HRDC domain
PF00571	10.7772212352794	CBS domain
PF00572	0.987164303085264	Ribosomal protein L13
PF00573	1.20214111337397	Ribosomal protein L4/L1 family
PF00574	6.82300953535145	Clp protease
PF00575	3.19043819514014	S1 RNA binding domain
PF00576	0.231212282322664	HIUase/Transthyretin family
PF00577	0.136082763487954	Outer membrane usher protein
PF00578	1.39631140315876	AhpC/TSA family
PF00579	1.48989139877836	tRNA synthetases class I (W and Y)
PF00580	1.90818238854479	UvrD/REP helicase N-terminal domain
PF00581	2.58016137177552	Rhodanese-like domain
PF00582	6.53667821790155	Universal stress protein family
PF00583	3.80375517865168	Acetyltransferase (GNAT) family
PF00584	1.1152961018621	SecE/Sec61-gamma subunits of protein translocation complex
PF00585	1.52191078544504	C-terminal regulatory domain of Threonine dehydratase
PF00586	1.92595280312375	AIR synthase related protein, N-terminal domain
PF00587	2.41971000451292	tRNA synthetase class II core domain (G, H, P, S and T)
PF00588	0.753514940726442	SpoU rRNA Methylase family
PF00589	0.272165526975909	Phage integrase family
PF00590	0.731635159753904	Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591	0.877747259507158	Glycosyl transferase family, a/b domain
PF00593	0.786859230953116	TonB dependent receptor
PF00595	0.687311374289058	PDZ domain
PF00596	0.527708811559315	Class II Aldolase and Adducin N-terminal domain
PF00598	0.136082763487954	Influenza Matrix protein (M1)
PF00609	1.73467131072557	Diacylglycerol kinase accessory domain
PF00610	0.759058963541551	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
PF00612	19.9831865035879	IQ calmodulin-binding motif
PF00613	0.571877631278959	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
PF00614	5.20981844654704	Phospholipase D Active site motif
PF00615	0.423373691930507	Regulator of G protein signaling domain
PF00619	0.136082763487954	Caspase recruitment domain
PF00620	1.70090615878898	RhoGAP domain
PF00622	1.08432062736122	SPRY domain
PF00623	11.0492829039004	RNA polymerase Rpb1, domain 2
PF00625	1.01714856091357	Guanylate kinase
PF00626	7.27554897297387	Gelsolin repeat
PF00627	3.23140814543381	UBA/TS-N domain
PF00628	5.75085446207997	PHD-finger
PF00630	0.787081225380146	Filamin/ABP280 repeat
PF00631	1.25294900213723	GGL domain
PF00632	3.73460033906209	HECT-domain (ubiquitin-transferase)
PF00633	0.918974605550339	Helix-hairpin-helix motif
PF00634	1.55056852583798	BRCA2 repeat
PF00635	3.65516587805351	MSP (Major sperm protein) domain
PF00636	3.80026296489808	Ribonuclease III domain
PF00637	5.53222564750884	Region in Clathrin and VPS
PF00638	1.05954778534711	RanBP1 domain
PF00639	0.742302685855556	PPIC-type PPIASE domain
PF00641	6.78418434542461	Zn-finger in Ran binding protein and others
PF00642	10.6608999086538	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643	5.62802834080388	B-box zinc finger
PF00644	1.93680740421815	Poly(ADP-ribose) polymerase catalytic domain
PF00645	1.47516122133508	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646	115.894505211529	F-box domain
PF00647	1.1152961018621	Elongation factor 1 gamma, conserved domain
PF00648	3.94480613689974	Calpain family cysteine protease
PF00650	5.26027662131701	CRAL/TRIO domain
PF00651	28.92471371668	BTB/POZ domain
PF00652	4.60414087616215	Ricin-type beta-trefoil lectin domain
PF00654	1.93138772918522	Voltage gated chloride channel
PF00656	2.66823853044399	Caspase domain
PF00657	16.0999238249692	GDSL-like Lipase/Acylhydrolase
PF00658	2.33168555174775	Poly-adenylate binding protein, unique domain
PF00662	1.79797230304466	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00664	17.8713079487412	ABC transporter transmembrane region
PF00665	53.7305048909377	Integrase core domain
PF00667	1.00938987736568	FAD binding domain
PF00668	0.136082763487954	Condensation domain
PF00669	0.272165526975909	Bacterial flagellin N-terminal helical region
PF00670	1.45428834046716	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
PF00672	0.691366343832015	HAMP domain
PF00673	1.1882548908103	ribosomal L5P family C-terminus
PF00675	1.86998806036615	Insulinase (Peptidase family M16)
PF00676	3.6160987970647	Dehydrogenase E1 component
PF00677	1.26957076334117	Lumazine binding domain
PF00679	1.55899589609887	Elongation factor G C-terminus
PF00680	0.136082763487954	Viral RNA-dependent RNA polymerase
PF00682	2.08786718400795	HMGL-like
PF00684	1.95628321701057	DnaJ central domain
PF00685	10.8717830812373	Sulfotransferase domain
PF00686	1.07119061615036	Starch binding domain
PF00687	2.08862012633828	Ribosomal protein L1p/L10e family
PF00689	6.77758875221858	Cation transporting ATPase, C-terminus
PF00690	6.24060439833066	Cation transporter/ATPase, N-terminus
PF00691	0.190625877092986	OmpA family
PF00692	1.0389009405236	dUTPase
PF00694	1.41976169494752	Aconitase C-terminal domain
PF00696	2.61165746547688	Amino acid kinase family
PF00697	0.807892583376857	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698	0.136082763487954	Acyl transferase domain
PF00699	0.272165526975909	Urease beta subunit
PF00700	0	Bacterial flagellin C-terminal helical region
PF00701	0.677325690377652	Dihydrodipicolinate synthetase family
PF00702	6.97364510608966	haloacid dehalogenase-like hydrolase
PF00703	0.890198197138524	Glycosyl hydrolases family 2
PF00704	8.64260488206243	Glycosyl hydrolases family 18
PF00705	1.11341480262811	Proliferating cell nuclear antigen, N-terminal domain
PF00707	0.587845680154027	Translation initiation factor IF-3, C-terminal domain
PF00708	0.401342958715028	Acylphosphatase
